first_name,last_name,birth_year,death_year
,Wer,,
,Akeläm,,
,-ne,,
Julie,Vares,,
Viktor Aleksander,Kõrv,,
,J-n.,,
Olli,Lehtmets,,
A.,Mirka,,
,-g,,
Oskar,Luts,1887,1953
N.,Leisman,,
,W.P.,,
J.H.,Kadastik,,
J.,Albrecht,,
J. L.,Kibuvits,,
Al.,Vallner,,
Jaan,Soo,,
J.,Lind,,
Peeter,Pedajas,1893,1959
Jaan,Vahtrik,1882,1947
,J.S.-t,,
J.,Pärtma,,
P.,Heering,,
,k.,,
P.,Riives,,
B.,R-a,,
Vilhelm,Normann,1812,1906
,Rcdt,,
Martin,Kitsnik,1879,195
J.,Rästik,,
W.,E.,,
,Maske,,
G.,P.,,
Arthur,T-g,,
Arthur,T-g.,,
,M.,,
Juhan,Simm,1885,1959
Gustav,Suits,1883,1956
V.,O.,,
P.,Toom,,
Peeter,Toom,,
N.,Leismann,,
J.,Sulev,,
D.,Mürsepp,,
Karl,Triipus,1876,1936
A.,Puskar,,
B.,Rada,,
,Jass,,
A.,Voog,,
G.,Bach,,
Linda,Ehwei,,
August,Westrén-Doll,1882,1961
Jaan,Lilienbach,1870,1928
Mart,Malewa,,
O. Th.,P-k.,,
Joh.,Lään,,
J.,Johannson,,
J.,Maksim,,
J. F.,R.,,
,On.,,
M.,Tammann,,
F.,K.,,
Ferdinand,Kull,1884,1957
Marje,Pedajas,1895,1992
I.,L.,,
J.,Sepp,,
J.,Jans,,
Peeter,Grünfeldt,1865,1944
,Redt,,
Ludvig,Oberg,,
J. E.,Kivi,,
Eduard,Pertman,1894,1935
Joh.,Kaas,,
E.,Rängel,,
Madis,Küla-Nurmik,1890,1969
,H-n.,,
A.,Kasesalu,,
,-bb-,,
K.,Dixi,1893,1939
Johan,Kalam,,
,Lorelei,,
,Ly,,
Adalbert,Wirkhaus,1880,1961
T.,Sõmer,,
,P.O.-Rolf,,
,bh,,
J.,Parktal,,
,Marta,,
Marie,Tork,1892,1985
Eduard,Pertmann,1894,1933
Linda,Kasemets-Kirusk,1891,1958
Olga,Feldmann,,
J.,Karu,,
Alfred,Kokla,,
M.,Einar,,
M.,Einer,,
,saksa,,
Markus,Univer,1878,1950
Rudolf,Peerna,1864,
A.,Kreen,,
,vene,,
Hugo,Raudsepp,1883,1953
Aug.,Könning,,
Karl Albert,Krahe,1890,1922
Emilie,Luik,,
,J.W.-K.,,
,Saaresild,,
O.,Asso,,
A. F.,V.,,
J.,Veskemägi,,
,-ks.,,
K.,Vahur,,
I.,Aavik,,
A. H.,Tammsaare,1878,1940
H,Annila,,
,A-x,,
A.,Mickan,,
Herbert,Haljaspõld,1896,1963
Ain,Lill,,
A.,Oras,,
Elsbeth,Parek,1902,1985
,-y.,,
,dt.,,
,-g.,,
Eduard,Päll,1903,1989
A.,Rändaja,,
Maret,Nurm,,
Lucie,Martna,1888,1963
M.,Vahter,,
H.,Valk,,
C.,Holm,,
E.,Holm,,
A.,Vares,,
J.,Ernits,,
Peeter,Grünfeldt,1865,1943
J.,Markus,,
Alma,Kastra,1884,
J.,Rahamägi,,
Voldemar,Remmert,,
H.,Moks,,
,-f-,,
,-ni,,
C. E.,Holm,,
T.,Laur,,
Karl,Undrits,1860,1936
Ernst,Orrav,,
W.,Tp.,,
,Vallner-Uhlberg,,
R.,Uulbärk,,
Tõnis,Kukk,,
Hans,Taim,,
Franziska,Martna,1886,1962
Jakob,Ploompuu,1872,1950
Johann,Udikas,1883,
Meta,Grünfeldt,1894,
Herbert,Grünfeldt,,
,thal.,,
,Ronk,,
August,Rei,1886,1963
H.,Peerand,,
M.,Bekker,,
Jaan,Liiv,,
A.,Pärnaoit,,
A.,Täht,,
I.,T.,,
J.,Seitam,,
Anna,Fr.,,
Koppel.,R.,,
R.,Koppel,,
Peeter,Speek,1873,1968
,-o-,,
Martin,Puru,,
H.,Põdder,,
J.,Kalju,,
A.,Oja,,
A.,P-v.,,
A.,Leepra,,
,Warja,,
Martin,Prikask,1877,1942
H.,Crykberg,,
L.,Jürmann,,
A. H. pseudonüüm,Tammsaare,1878,1940
Cl.,W.,,
R.,Ait,,
,-ae-,,
,Teram,,
Maret,Bekker,,
Eduard,Kallas,,
August,Conradi,1821,1873
P.,Grass,,
,Junulo,,
A.,Rosenthal,,
J.,Rootsi,,
I. A.,R.,,
C.,T-rg.,,
Ottilie,Niinemägi,1890,1980
Ferdinand,Rei,1896,1977
M.,Gr.,,
J.,Kalkun,,
Iseõppinud,ladinlane,,
August,Paaver,1874,1930
Harri,Moora,1900,1968
CI.,W.,,
Andrus,Saareste,1892,1964
Peeter,Grünfeldt,1865,1942
A.,P-er,,
Hans,Rink,,
Carl,Holm,1893,1919
Peeter,Grünfeldt,1865,1941
A.,F.-dt.,,
,Soljanoi,,
Nikolai,Soll,1874,1910
Gustav,Allo,1853,1943
Jakob,Vanaus,1871,1945
Helmi,Gr.,,
Johan,Abner,,
,Armas,,
Johann,Viik,,
J.,Haho,,
Marie,Haava,1881,1947
E.,Hacker,,
Linda,Vilde,1880,1966
Heinrich,Rosenthal,1846,1916
Helene,Maasen,1869,
Joh.,Multon,,
Karl,Pinkovski,1875,1932
,-lph-,,
Clar.,W.,,
Alexander,Enmann,1856,1903
E.,S.,,
,F.,,
,Ksk.,,
Robert,Ital,,
J.,Plukk,,
,Ots,,
Vold.,Kann,,
Olga,Vo,,
August,Kastra,1878,1941
Elli,Jäger,,
O. Th.,P.,,
,-La.,,
J. V.,Ronimus,1865,1909
E.,Kirotar,,
Harry,Rudolff,,
R. D.,Juksaar,,
Voldemar,Liedich,,
A.,Piirsalu,,
Linda,Poom,,
J.,Elbe,,
P.,P-gi,,
A.,Sch-ll,,
,K.R.P.,,
Julius,Heimberg,1884,1931
Aleksander,Lint,1886,1970
E.,Mihkelson,,
Mihkel Johannes,Vunk,1877,1916
,J-g-s.,,
Julius,K.,,
,K.P.,,
Otto,Peterson,1880,1929
G.,Ast,,
C. R.,Usai,,
A.,Borets,,
A.,Lepp,,
A,Leppik-Parasmaa,,
F. J.,R-e.,,
P.,Reisik,,
A.,Boesberg,,
A.,Mieler,,
Hermann,Annila,1874,1919
Aleksander,Kärk,,
Karl,Pinkovski,1875,1933
E.,W.-A.,,
J.,Burgfeldt,,
Joh. T.,Rabe,,
M.,Kotkas,,
M,Bekker,,
A.,Soon,,
Richard,Münth,,
,M-a.,,
M.,Franz,,
,-rg,,
K.,Laas,,
Bernhard ?-,Roopa,1916,
Johannes,Audova,1885,1961
Johannes,Audova,,
,Ferdo,,
,-n-,,
,-oo.-,,
Nina,R.,,
Jaan,Kurn,1893,1981
,Keegi,,
Paul,Olak,1880,1946
,-ly,,
,lis,,
Karl,Koppel,,
Ad.,Vöölmann,,
Maria,Lentso,,
Nikolai,Soll,1876,1910
,T,,
,Kee-gi,,
Jaan,Vain,1886,1942
J.,Justov,,
H.,B.,,
E.,Reimann,,
T.,Kaljumaa,,
J.,Kittal,,
E.,Jemm,,
N.,Kann,,
J.,Hannes,,
J.,Piklep,,
A.,Laats,,
,G-v.,,
A.,Saar,,
,Õkwa,,
J.,Klauren,1877,
A.,Parts,,
Axel,Raux,,
Ed.,Grossschmidt,,
William,Tomingas,1895,1978
Klarissa,Vallner,,
Henrik,Saar,1893,1944
Marta,Lepp,1883,1940
Eduard,Pertman,1894,1934
,CEP.,,
Hilda,Tõnisson,1901,
J.,Tagamaa,,
H.,K.-k.,,
T.,L.,,
,-bh-,,
A.,Ploompuu,,
L.,Tenter,,
S.,L.,,
Carl,Holm,1893,1920
C.,W-ff.,,
J.,Arvi,,
H,Õiglas,,
,P.O.P.,,
Jaan,Räppo,1880,1958
J.,Nurm,,
Artur,Vallner,1887,1939
R. von,Wahl,,
Ed.,Vainula,,
,Henni,,
Johanna,Rebane-Sild,1882,1946
,-bin.,,
Paruni,sohipoeg,,
Ch.,M.,,
Hindrek,Rikand,1874,1940
Georg Johannes,Parikas,1880,1958
C. L.,Rass,,
J.,Tomson,,
G.,Niit,,
,-Km.-,,
Kaarel,Eenpalu,1888,1942
,Paul,,
A.,J-u.,,
A.,Jn.,,
P. H.,L.,,
Peeter,Grünfeldt,1865,1940
A.,Fiskar,,
Alma,Soop,,
J.,Hermann,,
F.,Freyberg,,
,Mesikäpp,,
R.,Aid,,
A.,Peet,,
,C.W.-ff,,
M.,Tuisk,,
,Jõgever Jaan,1860,1924
Johanna,Pinkovsky,,
A.,Saat,,
Linda,Vilde,1880,1966
E.,W.,,
,L-ni.,,
,-k,,
G.,Sandra,,
Andres,Dido,1855,1921
P.,Laur,,
H.,Sch.,,
,A.R.,,
,Fennu,,
Jul.,K.,,
Kaarel,Piibunosu,,
A.,K-k.,,
U.,Satir,,
M.,Käpp,,
Kivilombi,Ints,1893,1944
Marie,Reisik,1887,1941
,Bellis,,
K.,Rändaja,,
K.,Kasak,,
Tk.,M.,,
,Tobi,,
R.,Astrem,,
Ad.,Wöölman,,
Liina,Sööt,,
Oskar,Rütli,1871,1949
J.,Roop,,
Peeter,Arumaa,1900,1982
J.,Orupere,,
,Luik=Kevend,,
J.,Varje,,
Alex,Vaarik,,
Al.,Wallner,,
H.,J.,,
,Paffy,,
A.,Paul,,
Linda,Jürmann (Vilde),1880,1966
August,Toomingas,1892,1973
,H-t.,,
Friedrich,Brandt,1830,1890
Joh.,Kruberg,,
Olga,Feldmann,1903,1988
Martha,R.,,
B.,Weber,,
A.,Tõde,,
J.,Ü.,,
Kama.,J.,,
V.,Soopan,,
M. G.,L-s,,
Anton,Üksti,1866,1959
Else,Lell,,
J.,Maasoo,,
D.,O-lf.,,
A.,K-a.,,
L.,Gr.,,
Karl,Pinkovski,1875,1931
Aleksander Ferdinand,Tombach-Kaljuvald,1872,1944
Marta,J.,,
Else,J.,,
Richard,Janno,1900,1942
,-li.,,
,Ew.,,
K. - B.,K.,,
,-an.,,
T.,G.,,
,-epp.,,
Eduard,Schönberg,1885,1944
Edur,Tasa,1903,1941
E.,Prink,,
Evi,Prink,1925,1965
Nelly,Toiger,1895,1969
Emma,Liiv,1903,1941
Aleksis,Rannit,1914,1985
Ella,Treffner,1890,1969
Felix,Oinas,1911,2004
Ants,Murakin,1892,1975
Leida [L.R. (pseud.)= Leida Raudsepp],Raudsepp,,
Lydia,Skomorowska,1897,1991
L.,Orav,,
Paul,Anton,1901,1979
Voldemar,Morse,,
Gustav Felix,Arras,1904,
Valter ?-,Rätsepp,1937,
Mart,Luht,,
Niina,Murrik-Polonsky,1897,1947
Karl,Freiberg,1894,1941
Hello,Sagrits,1904,1976
Helmi,Jansen,1889,1960
Kristine,Mei,1895,1969
Ida,Maran,,
Victor,Neggo,1890,1942
A-da,K-ro,,
Frida,Treumann,,
Lydia,Miller,,
Ira,Kase,,
Ida,Aunver,1893,1985
Linda,Bakis (Luiga),1902,1992
Alice,Ehin,1908,1975
Linda,Bakis,1902,1992
Valve,Ristkok,1911,2004
Aleksander,Rahkama,1905,1974
,-rs.,,
Leida,Kalling-Kant,1904,1971
O.,R.,,
R.,Põld,1865,1937
Agnes,Antik,1903,1995
Mari,Parras,,
Aino,Tõldsepp,1908,1990
Villem,Pedajas,,
Ervin,Roos,1908,1962
,(-an.),,
Minni,Nurme,1917,1994
,-nd.,,
Leeni,Ausme,,
Paula,Tamm,1908,
Anna,Mägi,1903,1972
Väino,Linask,1912,1981
August,Hanko,1879,1952
Lembit,Riisen,1918,
August,Korsen,1912,1946
Richard,Kullerkupp,1891,1931
Raissa,Kipper,,
August,Herms,,
Auguste,Pärn,,
Adelaide,Lemberg,1904,1986
Eliisabet,Envere,1913,1998
Alvine,Köök,1905,1978
Magda,Puusepp,1911,
Anna,Mirka,1905,2008
Selma,Holberg,1898,1983
Karl Bernhard,Kirp,1895,1930
Arnold,Liiv,1890,1973
Juhan,Lõhmus,,
,-op.,,
,E-ke.,,
Albert,Kruus,1903,1966
Alide,Dahlberg,1891,1981
Rein,Nurkse,1907,1963
Voldemar,Vent,1901,1966
Ilmar,Mikiver,1920,2010
Felix,Kotta,1910,1963
Mart,Lepik,1900,1971
Harald,Lepik,1926,1976
Henrik,Sepamaa,1905,1990
Friedrich,Kõlli,1901,1978
Mihkel,Kask,,
Maria,Bansaghy,,
Aita,Kurfeldt,1901,1979
Johan,Tamm,1896,1968
Aleksander,Raid,1913,1983
Erika,Jõgi,,
Marta,Jõesuu,,
Armin,Saan,1866,1955
Bernard,Kangro,1910,1994
L.,T.,,
Aino,Otto,1917,2003
Alma,Ainomäe,1888,1968
August,Aivola,1904,1975
Arnold,Komberg,,
A.,Tamm,,
R.,Käsper,,
Nurme,Mangala,1897,1947
Salme,Sumboru,1913,1996
Aino,Ränk,1906,1987
Lembit,Riisen,1918,
Lembit,Annus,,
J.,Madaras,1899,1947
Voldemar,Erm,1905,1994
Leena,Seim,1905,1970
A.,Karuste,,
Elo,Tuglas,1896,1970
Albert,Üksip,1886,1966
Eugen,Hange,1910,1955
Valda,Raud,1920,2013
Henrik,Seppik,1905,1990
Adelaida,Lemberg,1904,1986
Märt,Laarman,1896,1979
Olli,Olesk,1906,1988
Mats,Mõtslane,1884,1956
Andres,Rõuk,1894,1979
Helmi,Kivisepp,1896,1989
Leida,Loone,1911,1969
Nora,Kaplinski,1906,1982
Edgar,Piik,,
Arnold,Sepp,1908,1979
,V.V.,,
H.,Liblik,,
G.,Matzen,,
Lūcija,Upīte,,
,Homos.,,
G.,Sa.,,
H. G.,Oras,1900,1982
R.,Ital,,
M.,Henn,,
Anna,Mägi (Bergmann),1903,1972
K. A.,Raag,,
Julius,Säkk,1897,1962
Feliks,Kotta,1910,1963
Karl,Kivi,1904,1966
Viktor,Veskimäe,1902,1967
K.,Martinson,,
Karl,Kesa,1902,1960
,H-a.,,
,R-m.,,
Erni,Krusten,1900,1984
Paul,Hinnov,1901,1978
Elisabeth,Raidsalu,1900,1970
Felix,Kauba,1916,1995
Jüri,Piik,1911,1969
Ain,Rannaleet,1904,1937
,-mann.,,
Elmar,Lampson,1892,1933
Villem,Daniel,,
Maria,Türk,1892,1968
Ernst,Rausepp,1899,1947
,S-ke,,
,-ur.,,
Viido,Teivas,,
,-S.,,
,-d-.,,
S.,Abels,,
T.,Kalinina,,
Maaja,Hanko,1917,2012
Jursi,Sander,1890,1942
Meeme,Murang,,
Erna,Normann,1904,1978
,Maisteri,,
Henn,Meriste,,
Aurora,Semper,1899,1982
Lembit,Remmelgas,1921,1992
V.,Sammel,,
E.,E.,,
Johannes,Palla,1889,
Erni,Hiir,1900,1989
Ilmar,Tõnisson,1911,1939
Evi,Auling,1923,
L.,L.,,
Betti,Alver,1906,1989
Mart,Raud,1881,1980
A.,Kalberg,,
Artur,Koskel,1907,1959
Ene,Ambur,1905,1987
A.,Neemre,,
Aleksander,Känd,,
Juhan,Pillikse,1906,1962
Helmut,Mitt,,
-e.,i.,,
Marta,Viidalepp,1907,2006
J.,Kärmas,,
Arno,Aru,,
V.,Tamm,,
K.,Ilk,,
Viktor,Oxford,1893,1984
Ruudu,Kalk,1908,1976
F.,Arras,,
S.,D.,,
A.,Tõnissoo,,
Edith,Roks,1906,1967
Adele,Karunga,,
J.,Reimann,,
Emmanuel,Korjus,,
Marie,Korjus,,
Lydia,Raudsepp,,
Daniel Heinrich,Matson,1888,1960
E.,Focken,,
Karl,Kaasik,1884,1932
,Charles,1891,1931
H. C.,P.,,
Arnold,Siimo,,
E.,U.,,
Mart,Kiirats,1884,1956
Kristi,Aavi,,
Eugen,Roomet,1907,1994
Aksel,Vaik,1909,1967
Raudsepp.,Ernst,1899,1947
Emilie,Jürna,,
Otto,Samma,1912,1978
Richard,Puusepp,,
Ed.,Pertmann,,
,Tuulispää,,
Konstantin,Vanik,1901,1947
H.,Puusepp,,
A.,W.=y.,,
Osvald,Abroi,1888,1965
Mihkel,Reiman,,
Oskar,Ehaste,1901,1983
Aalu,Peedu,,
V.,Holst,,
V.,Vahter,,
E.,Aader,,
A.,T-pea,,
A.,E.,,
Juhan,Veidenstrauch,1880,1930
J.,Kg.,,
,-ei-.,,
Georg,Graf,,
Jetta,Ollik-Andevei,1887,1986
T.,P.,,
Riia,Viido,,
,-on.,,
O. A.,T.,,
A.,O.,,
A.,Raun,,
Arnold,Sagittarius (pseud.) = Maurer,1902,1937
,-nn.,,
Eduard,Jürgenfeldt,1900,
August,Hanko,1879,1952
Bernard,Kangermann,1907,1935
V.,Assafeldt,,
Agu,Lüüdik,1897,1949
Hermann Julius,Schmalz,1870,1945
S.,O.,,
,K.-r.,,
,V.T.,,
L.,K.,,
Hugo,Valma,1891,1977
A.,Reino,,
Fr.,S.,,
Ants,Lauter,1894,1973
Zephania,Korjus,,
,--mann.,,
Hanno,Kompus,1890,1974
Daniel,Palgi,1899,1988
Heino,Tähiste,1877,1947
Leet,Jaagu,,
Hans,Söte,,
Maks,Trieger,,
A.,Uuetoa,,
A.,Gross,,
Karl,Tõldsepp,,
E.,J-i.,,
,H-A,,
Jenny,Neggo-Võssokotsky,1881,
P.,V.,,
Uku,Masing,1909,1985
Kaarel,Kaljo,,
H.,Aimra,,
Karl,Trein,1900,1937
Tuiman,Li,,
Leo,Martin,1911,1973
Tabea,Korjus,1901,1988
Harald Victor,Dahl,1895,1941
,V-K.,,
Armilde,Säkk-Anni,,
Mart,Lekstein,1886,1939
August,Saukas,1903,1988
A.,Ks.,,
V. F.,Salu,1898,1942
Jaan,Kangilaski,1900,1940
Alfred,Tamm,1900,1963
L.,D.,,
Melanie,Kees,,
H.,Agumees,,
G.,R-ks,,
Leili,Andre,1922,2007
A.,Neumann,,
Ethel,Aesma,1928,2021
A.,Sakalay,,
Della,Ross,,
Anna,Bergmann,1903,1972
Anna,Bergmann,1903,1972
Voldemar,Kuljus,1898,1979
Edith Alisa,Tobre,1906,
August,Viidik,,
Reinhold,Heinlaid,,
Veera,Loosme,,
Aarne,Kõiv,,
,Imanta,,
Hella,Raid,1899,1996
O.,Tammik,,
R.,Miikmann,,
Rein,Vellend,1915,1964
Hugo,Angervaks,1903,1989
August,Koit,,
E.,Keskküla,,
J.,Meerits,,
Mart,Raud,,
Viktor,Kosenkranius,,
R.,Perk,,
Artur,Roose,1903,1929
August,Gailit,1891,1960
Alma,Rõigas,1898,
Helmi,Kiho,,
Selma,Miller,,
S.,Linter,,
Leida,Ird,1915,1976
Raid,Paavel,1906,1976
Ralf,Rond,1893,1981
August,Andur,,
Arma,Linde,1889,
Arma,Kristen,1889,
E.,Roost,,
Grete,Koch,,
Ants,Oras,1900,1982
E.,O.,,
F.,D.,,
J.,Põld,,
Juuli,Sarv,1887,1963
L.,R.,,
August,Jalakas,,
Richard,Peterson,,
Jüri,Variste,1907,1989
Hilda,Tõnisson,1901,
Reinhold,Kask,1891,1942
Rudolf,Engelberg,1896,1928
,R.P-pp.,,
Helene,Rumma,1896,1944
Viktor,Kosenkranius,1898,1962
Voldemar,Metsamärt,1902,1975
Anna,Poska,1905,1986
Karl,Boman,1904,1993
Richard-Voldemar,Siig,1888,1974
Juhan,Org,,
Linda,Uibu,,
Erich,Bergmann,,
Erich,Bergman,1896,
Joh.,Kõpmann,,
,-ns.,,
E.,J-i,,
M.,Ilistvere,1884,1942
Voldemar,Mettus,1894,1975
Mihkel,Toomse,1905,1986
August,Wesley,,
August,Veslev,,
Alma,Randel,1899,1984
Aleksis,Kalmingas,,
Magdaleena,Oengo,1906,1931
Hendrik,Seppik,1905,1990
Emma,Haliste,1904,1952
Daniel,Toim,,
August,Bergmann,1897,1985
Mihkel,Jürna,1899,1972
Jaan,Ultra,,
Paul,Jaup,1885,1963
Julius,Oengo,1901,1941
Nadja,Roose,1917,2022
August,Saunik,,
N.,L.,,
K.,Jalak,,
Julius,Oro,1901,1941
,K.-K.,,
K. B.,K.,,
Ants,Roos,1885,1962
Erna,Uuvits,,
A.,S-p.,,
,-rb.,,
,,0,1
Kustas,Utuste,1884,1941
K.,Kajak,,
Kersti,Merilaas,1913,1986
A.,Speek,,
Ilmar,Rebane,1912,1995
Riimi,Sepp,,
M. D.,Heliode,,
,Ramle,,
,-elle,,
Ellen,Mölder,1906,
Paul,Maidre,,
Mary,Mendrich,,
S.,A.,,
Jakó,Géza,1886,1943
Margarete,Koch,,
K.,Mühang,,
,-rR-,,
Ilmar,Rebane,1907,2001
Salme,Kivit,,
Alma,Haljamäe,,
Marta,Kõll,,
Olaf,Rood,1896,1969
V.,Vallaste,,
M,Luht,,
E.,L-an.,,
Valentine,Tigane,1906,1987
August,Meikup,1887,1963
Tuudur,Vettik,1898,1982
H.,Tammet,,
Eddy,J-on.,,
Ed.,J-on.,,
Elar,Kuus,1899,1988
Hermann,Jänes,1899,1976
Artur,Lall,,
E.,Jürna,,
mitmed,tõlkijad,,
Hugo Bernhard,Rahamägi,1886,1941
L.,Olesk,,
Magnus Evald,Pärn,1901,1919
A.,W.-y.,,
G.,M.,,
Karl,Laagus,1874,1954
Anna,Tulik,,
Linda,Liiv,,
Karl,Allik,1918,2001
Juhan,Lohk,1898,1971
Vera,Veber,,
,li.,,
J.,Vanatoa,,
Alide,Sunne,,
A.,Andur,,
V,Harald,,
L.,Mägi,,
Harry,Jannsen,1851,1913
G.,Jaffe,,
H.,Okas,,
A.,Jalakas,,
J.,Aarand,,
Aleks,Sepp,1895,1959
Ester,Žitomirski,1897,1985
Esther,Schitomirski,,
,v-k.,,
Kaarel,Puskar,1892,1983
Lii,Ardla,,
Ferdinand,Kala,1920,1997
T,O. A,,
,R.P-PP.,,
,U.,,
,Joter,,
,GrantTelesilla,1898,1980
Johannes,Meerits,1903,1952
Anatoli,Loopman,1905,1973
Karl,Sinikas,1905,1981
Ann,Tamm,1890,
Hildegard,Ratassepp,1894,1989
Rudolf,Rahaleid,1917,1941
Eugen,Roomet,,
Hugo,Pärna,1906,
Heinrich,Freymann,1909,1975
Meta,Seledets,1900,1974
Magnus,Kaldma,,
,V-e,,
Ella,Jung,,
L.,Kalvik,,
K.,A.,,
W.,W.-er.,,
Edgar,Spriit,1922,1993
Maanu,Saari,,
Harald,Rajamets,1924,2007
Alfred,Maran,1905,1944
Leopold Julius,Kenn,1891,1941
,Vs,,
Alma,Selge,1898,1986
Eino,Avarsoo,1920,2002
E.,Urm,,
Harald,Joasoon,1909,1999
Toomas,Kall,1947,
Ivar,Paulson,1922,1966
,R-n.,,
J.,M-s.,,
Karl,Treufeldt,1893,1939
Voldemar,Lao,1903,1941
Veste,Paas,1931,2002
,Homas,,
Ed.,Hunt,,
Peeter,Jalaja,1900,1955
Helmut Chariton,Mitt,1910,
August,Jakobson,1904,1963
K.,Otstavel,,
,E.P.,,
Jenö,Fazekas,1906,1979
Mary,Sarap,,
Meeri,Sarap,,
Johannes,Sarov,,
Elisabeth,Schilling,,
A.,Mildeberg,,
Elmar,Kuusik,1899,1988
L.,Sööt,,
,-fi-,,
,-ns,,
Johan,Madar,,
Peeter,Raag,,
Arma,Kristen,1889,
Linda,Vilmre,1902,1990
Frieda,Selg,1909,1986
Erna,Luisk,,
Elly,Ewy,,
Viktor,Veskimäe,1902,196
Oskar,Mäe,,
Anna,Kull,,
A.,Säärits,,
David,Karopun,1899,1976
Stella,Maris,,
L.,V.,,
Ed.,R.,,
Juuli,Sarv,1887,1963
Hants,Klees,,
Arvo,Mägi,1913,2004
L.,Laarman,,
E,Vöhlman,,
Nikolai,Kadak,,
,E-p,,
Johannes,Kaup,1911,2004
Harald,Haberman,1904,1986
A.,Lind,,
H.,Haberman,,
K.,Osvet,,
K.,O.,,
Livia,Oras,1909,1986
Irene Martha,Liiv,1909,
Adolf,Horn,1897,1952
Fridrich,Kõlli,1901,1978
,v.,,
Ida,Kõpmann,,
Toivo,Kaarheit,,
Andres,Pranspill,1887,1968
Ralf,Kaaver,,
R.,Kullerkupp,,
,V-k.,,
,an.,,
,E.J.,,
Hilja,Lippmaa,1902,1943
Gullan,Siefers,,
Lilli,Varing,,
Gustav ?-,Tammes,1926,
August,Lukin,1888,1942
Alice-Gullan,Gross,,
,M-v-m.,,
M.,V-m.,,
Helmut,Pürkop,1905,1974
Dagmar,Stock,1902,1994
H.,Tiedt,,
Aleksander,Peterson,,
Jaan,Jõepera,,
Hendrik,Adamson,1891,1946
Ilmar,Laaban,1921,2000
M. G.,Kudrjavtsev,,
Valmar,Adams,1899,1992
Yri,Naelapea,1896,1969
A.,Anni,,
Aug.,Anni.,,
Aug.,Anni,,
Johannes,Reijo,,
L.,Sanglepp,,
Jaan,Pilvet,,
L.,Kivit,,
Aleksander,Müllerson,,
Valve,Saretok,1911,2004
Aadi,Virgo,,
L.,N.,,
,-a-t.,,
Agnes,Vesilo (Kauts),1900,1985
,Lp.,,
Johannes,Järv,1905,
R.,A.,,
Vaarandi,Debora,1916,2007
Madis,Reiman,1868,1942
Eduard,Kansa,1887,
Eduard,Kansa,1887,1946
Mart (,Raud,1903,1980
Erni,Hiir,19001989,
Juuli,Mihkla,1900,1988
Miralda,Prääts,1910,1990
Ellen,Niit,1928,2016
,-x-,,
O.,G.,,
Eino,Põhjak,,
Linda,Raun,1903,1991
,Rimmu,,
Joh.,Rimmu,,
Helmi,Kuma,,
,-mi-,,
Hilda,Põdra,,
M.,Jantson,,
Hella,Uibopuu,1898,1969
Ellen,Salong,1906,1973
Jakob,Tamm,1861,
Reinhold,Tamm,,
Marie,Arak,1892,1985
Alfreds,Kempe,1890,1967
Amanda,Karro,,
H. L.,R.,,
Edith,Rahamägi,1893,1941
L. H.,R.,,
E.,Jung,,
O.,U.,,
Laine,Kurai,,
Madis,Küla (Nurmik),1890,1969
-epp.,...,,
,W.-,,
,-ht.,,
E.,Levina,,
Valli,Voitk,1917,2003
Evald,Mänd,1906,2001
A.,Nieländer,,
,--el.,,
e.,r.,,
Õ.,Kajando,,
,-stan-,,
Ago,Jõger,1900,1972
,-in.,,
Friedrich,Sikka,1886,1985
Arno,Raudsalu,,
,B-li.,,
Juhan,Zeiger,1897,1969
Aleksander,Kaasik,,
L.,Ardla,,
,W.W.,,
,-mi.,,
Leili,Vaaldemägi,,
Eduard,Murd,,
August,Mihkelson,,
Ellinor,Rängel,1902,1967
A.,Tr.,,
Alice,Gross,,
Ferdinand,Kala,,
Johannes,Selg,1908,1973
Enn,Murdmaa,1974,1957
Anna,Öpik,1886,1955
Agnes,Taar,1897,1976
Oskari,Saardi,,
Endor,Tendor,,
M.,V.,,
Helmut,Piirkop,1905,1974
Johannes,Kikas,,
Ellinor,Lorenzon,,
Valdo,Viro,1902,
,-an,,
Jak.,Seljamaa,,
Aleksander,Kann,1896,
Ott,Kangilaski,1911,1975
M.,Laaneste,,
Heino,Meister,1911,1995
Eduard,Poom,1902,1986
Br.,P.,,
J.,Kusma,,
Arnold,Miller,1908,1961
,er.,,
,rs.,,
,ns.,,
,Vs.,,
G.,N.,,
M.,L.,,
Linda,Krigul,1906,1996
V.,E-t,,
Ottomar,Kallak,,
J.,Järv,,
Juzef,Rooveer,,
Johannes,Kipper,,
M.,St.,,
,--nn.,,
Hendrik,Laid,,
L.,Vaaldemägi,,
Adele,Madivere,,
Arnold,Terijõe,1902,1937
,Jürgenstein,,
Lydia,Matto,,
,Kivit,,
S.,M.,,
Joosep,Prümmel,1883,1946
Rudolf,Kook,1895,1919
Peeter,Lindvest,1894,1929
Oskar,Kullerkupp,1897,1943
,-v-,,
T.,B.,,
Juhan,Viidang,1900,1980
,-stan.-,,
Magnus,Kindlam,1907,1966
E.,Hurm,,
Juhan,Vanatoa,,
,Vennola,,
,E-ka,,
R.,Leppik,,
Nils-Herman,Lindberg,1894,
Pedro,Krusten,1897,1987
Eduard,Alas,1894,
Ed.,Viira,,
Victor,H.,,
,D.-,,
,Noto,,
,-x.,,
,D.,,
E.,R-ff,,
Ants,Oidermaa,1891,1941
