first_name,last_name,birth_year,death_year
Isabelle,Kaiser,1866,1925
Aina,Kaila,1896,1937
E.,Kadoli,,
Theodor,Kabelitz,,
K.,K.,,
K. A.,P.,,
Jaakko,Juteini,1781,1855
A.,Jürgenstein,,
Klemens,Junosza,1849,1898
E.,Junker,,
Juan,Manuel,1282,1348
Jovan Zmaj,Jovanović,1833,1904
Josephine von,H.,,
Joseph von,Eichendorf,1788,1857
Ch.,Joley,,
Mór,Jokai,1825,1904
Napoleon,I,1769,1821
,Diane,,
,Stah,,
Johann Wolfgang von,Goethe,1749,1832
J.,B.,,
Firmin,Marbeau,1798,1875
,Boussear,,
Charles,Limet,1820,1913
,Abraham,,
Mór,Jókai,1825,1904
Peter Rosenkrantz,Johnsen,1857,1929
Wilhelm,Jensen,1837,1911
Sokrates,u.,470,399
Henry,Lawrence,1896,1857
Franz von,Schönthan,1849,1913
,Diana,,
,Gracian,,
F.,Bremer,,
,Cicero,106,43
,Wagner,,
,Biass,,
,Ewald,,
,Kotzebue,,
August,von,1761,1819
,Grafer,,
Kaarlo August,Järvi,1869,1942
Johann Voldemar,Jannsen,1819,1890
Carl Robert,Jakobson,1841,1882
H. E.,Jahn,,
Klara,Jäger,,
Georg Friedrich von,Jäger,1785,1866
Louis,Jacolliot,1837,1890
Fritz,Jacobsen,,
Friedrich,Jacobsen,1853,1920
Friedrich,Jacobsen,1853,1919
Jacob,Grimm,1785,1863
Wilhelm,Grimm,1786,1859
,J.W.W,,
J. Tyrwhitt,Brooks,,
J.,Sturm,,
J.,N.,,
J.,L.,,
J.,K.,,
J.,F.,,
,J.,,
,J-r-,,
Aleksander,Izmailov,1779,1831
Julius,Iversen,1823,1900
Ivan,Krõlov,1768,
Santeri,Ivalo,1866,1937
Sant,Inirs,,
Joseph Holt,Ingraham,1809,1860
Walt(h)er,Ilges,1870,1941
August Wilhelm,Iffland,1759,1814
Henrik,Ibsen,1828,1906
Sara,Hutzler,1853,1893
Johann,Hutt,1774,1809
Norbert,Hürte,,
,Humboldt,,
Victor,Hugo,1802,1885
Hugo,Reissig,,
Gavriil,Hruštšov-Sokolnikov,1845,1890
Mary Botham,Howitt,1799,1888
Christoph Ernst von,Houwald,1778,1845
W.O. von,Horn,1798,1867
W. O. von,Horn,1798,1867
Moritz,Horn,1814,1874
E. O.,Hopp,,
Thomas,Hood,1799,1845
Johann Jacob,Honegger,1825,1896
,Homo,,
Aleksei,Homjakov,1804,1860
Homeros,u.,8,
,Homeros,8,
,Homeros,,
Ludwig Christoph Heinrich,Hölty,1748,1776
W. von,Holten,,
Alexandrine von,Holmblad,1831,1911
Mia,Holm,1845,1912
E.,Holend,,
Karl August Julius,Hoffmann,1812,1869
Hans,Hoffmann,1848,1909
Franz,Hoffmann,1814,1882
E.,Hoffmann,,
August Heinrich,Hoffmann von Fallersleben,1798,1874
W.,Höffer,,
,Hoek,,
Josephine von,Hockewiz,,
Gustav,Höcker,1832,1911
Georg,Höcker,1860,
Thomas,Hobbes,1588,1679
H,Hirschfeldt,,
Hermann,Hirschfeld,1842,1921
Washington,Irving,1783,1859
L.,Schefer,,
,Stifter,,
,Benzel-Sternau,,
Joseph,Hintereker,,
H.,Hillmann,,
Wilhelmine von,Hillern,1836,1916
Hermine von,Hillern,1859,1924
F. v.,Hiller,,
R.,Meng,,
Richard,Wagner,1813,1883
,Hanslik,,
A.,Hauptmann,,
Wolfgang Amadeus,Mozart,1756,1791
T. v.,Hippel,,
,Hiller,,
,Moscheles,,
O.,Klauwell,,
Robert,Schumann,1810,1856
Paul,Heyse,1830,1914
W.,Hey,,
Meta,Heusser-Schweizer,1797,1876
L.,Herzog,,
B.,Herwi,,
Georg,Herwegh,1817,1875
B.,Herw,,
H.,Herold,,
Charlotte,Hernes,,
E.,Hermes,,
Carl,Hermann,,
,Herm,,
A.,Heri,,
Cornelius,Krummacher,1824,1884
Johann Gottfried,Herder,1744,1803
Johann Gottfired von,Herder,1744,1803
Wilhelm,Herbert,,
,Heraklides,,
J.,Hentschel,,
Heinrich,Hensler,,
Emile,Henry,1872,1894
Friedrich,Henning,,
Ivan,Hemnitser,1745,1784
Kaarlo,Hemmo,1858,1940
Felicia,Hemans,1793,1835
W.,Hellwig,,
Matti Oskari,Helenius-Seppälä,1870,1920
Heinrich Hoffmann von,Fallersleben,1798,1874
Heinrich,Heine,1797,1856
Karl,Heinau,,
,Heims,,
Wilhelmine,Heimburg,1848,1912
Aksel,Heidenstierna,,
J. F.,Heidenreich,,
Hermann,Heiberg,1840,1910
Alfred,Hedenstierna,1852,1908
Alfred,Hedenstierna,1852,1907
Alfred,Hedenstierna,1852,1906
Frans,Hedberg,1828,1908
Johann Peter,Hebel,1760,1826
Johann Peter (,Hebel,1760,1826
Heinrich,Martin,1818,1872
Nathaniel,Hawthorne,1804,1864
G.,Hawley,,
Otto,Hausmann,1837,1916
Emma,Haushofer-Merk,1854,1925
Julius,Hasselblatt,1849,1907
Georg,Hartwig,1850,1916
Max,Hartung,1857,1932
Robert,Hartmann,1831,1893
E.,Hartmann,,
A.,Hartenstein,,
Bret,Harte,1836,1902
A.,Harrewijn,,
Gerd,Harmstorf,,
Henry,Harland,1861,1905
H.,Harden,,
G.,Harden,,
Rudolf,Hansson,1869,1945
Karl,Hannemann,,
,Hang,,
Knut,Hamsun,1859,1952
Julius,Hammer,1810,1862
Friedrich Julius,Hammer,1810,1862
Robert,Hamerling,1830,1889
,Muhammad,570,632
Marie von,Spaur,1838,1884
,Haltia,,
Friedrich,Halm,1806,1871
Albrecht von,Haller,1708,1777
Ludovic,Halévy,1834,1908
C.,Haindorf,,
Victor,Haimer,,
L.,Haidheim,,
Sofia Theodolinda,Hahnsson,1838,1919
Ida,Hahn-Hahn,1805,1880
W.,Hagquist,,
Henry Rider,Haggard,1856,1925
Henry,Drummond,1851,1897
E. H.,Hagfors,,
M.,Hagemeister,,
Šamsuddin Muhammad u.,Hafiz,1325,1389
David,Haek,1854,
Friedrich Wilhelm,Häckländer,1816,1877
Ludwig,Habicht,1830,1908
,H.R.,,
Heinrich,H. R. (Rosenthal,1846,1916
H.,R.,,
K.,Guude,,
N. U.,Gutmann,,
Johann Christian,Günther,1695,1723
Archibald Clavering,Gunter,1847,1907
Kaarle Jaakko,Gummerus,1840,1898
Friedrich Wilhelm,Gubitz,1786,1870
V.,Gubarevitš,,
Otto Friedrich,Gruppe,1804,1876
Anastasius,Grün,1806,1876
Eugen,Grüel,1847,1927
August Wilhelm,Grube,1816,1884
Jeannot Emil von,Grotthuss,1865,1920
Curt,Grottewitz,1866,1905
Wilhelm,Grothe,1830,1892
Klaus,Groth,1819,1899
Fr.,Gross,,
Auguste,Groner,1850,1929
Balduin,Groller,1848,1916
Friedrich Wilhelm,Grimme,1827,1887
vennad,Grimm,,
Jacob,grimm,1785,1863
Grimm,Jacob,1785,1863
Grimm,Wilhelm,1786,1859
Franz,Grillparzer,1791,1872
Dmitri,Grigorovitš,1822,1899
Zane,Grey,1872,1939
Henry,Gréville,1842,1902
Gavriil,Gresser,1866,1909
N.,Grekov,,
,Greis,,
Anna Katharine,Green,1846,1935
A,Green,,
,Grazian,,
Maria de,S.,,
Josh,Billings,1818,1885
,Hesiodos,776,
Moses,Mendelssohn,1729,1786
Charles,Grandmougin,1850,1930
L. W.,Graepp,,
Helene von,Götzendorff-Grabowski,1860,1908
,Gottschalk,,
Gottfried August,Bürger,1747,1794
Johannes Evangelista,Gossner,1773,1858
G.,Görs,,
Maksim,Gorki,1868,1936
Ivan,Gontšarov,1812,1891
Arseni,Goleništšev-Kutuzov,1848,1913
Karl von,Holtei,1798,1880
P.,Syrus,,
,Weiss,,
M.,P.,,
Johann Wilhelm von,Goethe,1749,1832
Theodor,Goering,,
Anna,Gnevkow,1846,1931
Pjotr,Gneditš,1855,1925
Fjodor,Glinka,1786,1880
,Gleim,,
,Bapenstedt,,
,Kundsin,,
Ivan,Turgenev,,
Johann Wilhelm,Gleim,1719,1803
Girndt,Otto,1835,1911
Max,Gingold-Stärk,,
Friedrich,Gerstäcker,1816,1872
Karl von,Gerok,1815,1890
Karl,Gerok,1815,1890
C.,Gerhard,,
J.,Gerber,,
Georg Gottlieb,Schirges,1811,1879
Stéphanie Félicité de,Genlis,1746,1830
Arvid Oskar Gustaf,Genetz,1848,1915
Christian Fürchtegott,Gellert,1715,1769
Emanuel,Geibel,1815,1884
Ella,Geffers,,
Eduard von,Gebhardt,1838,1925
Théophile,Gautier,1811,1872
Paul,Gaulot,1852,1937
R.,Gaudi,,
E.,Gatt,,
Vsevolod,Garšin,1855,1888
Nikolai,Garin-Mihhailovski,1852,1906
Victor,Garien,,
János,Garaj,1812,1853
Ludwig,Ganghofer,1855,1920
Niels Wilhelm,Gade,1817,1890
,Gade,,
Émile,Gaboriau,1832,1873
G. A.,B.,,
,G.,,
Paul,Fuchs,,
Anna,Fromm,1837,
Nikolaus,Fries,1823,1894
N.,Fries,,
Jürgen Nikolaus,Fries,1823,1894
Friedrich,Friedrich,1828,1895
Friedrich,Friedrich,1828,1890
Alfred,Friedmann,1845,1923
P.,Friedheim,,
Wilhelm,Frey,1833,1909
M.,Frey,,
Jakob,Frey,1824,1875
Karl,Frenzel,1827,1914
Roderich,Freimund,1841,1911
Richard,Freiling,,
Ferdinand,Freiligrath,1810,1876
,Freidank,,
H.,Frei,,
Karl Emil,Franzos,1848,1904
Ivan,Franko,1856,1916
Hermine,Frankenstein,1842,1904
,Frankel,,
Erminio,Franch,,
Berta,Framholtz,,
E.,Fourrier,,
Friedrich de la,Fouqué,1777,1843
Paul,Förster,,
,Forrester,,
Henry de,Forge,1874,1943
Deniss,Fonvizin,1744,1792
Jean de la,Fontaine,1621,1695
Jean,Fontaine,1621,1695
Konstantin,Fofanov,1862,1911
Ludwig,Foehse,1849,1898
H. F.,Flügge,,
H. F,Flügge,,
Martin,Flisy,,
Paul,Fleming,1609,1640
Ian,Fleming,1908,1964
Martin,Fleiss,,
A.,Flaks,,
Horatius,Flaccus,65,8
Paul,Féval,1816,1887
Feuerbach.,Ludwig,1804,1872
Heinrich,Zschokke,1771,1848
,Buckle,,
Ernst von,Feuchtersleben,1806,1849
Gabriel,Ferry,1808,1852
,Ferri,,
Eduard,Ferrand,1813,1842
Teréz,Ferenczy,1823,1853
A.,Feodorov,,
George Manville,Fenn,1831,1909
P.,Felsberg,,
,Feldt,,
Mathilde,Felder,,
Leopold,Feist,1869,1930
Konstantin,Favrikodorov,1834,
August Heinrich Hoffmann von,Fallersleben,1798,1874
,Falkenhorst,,
Gustav,Falke,1853,1916
F.,Strehle,,
F.,L.,,
Ar.,Ewald,,
Arkadi,Evald,1836,1898
,Euripides,484,406
F.,Eugen,,
Jānis,Esenberģis,1862,1890
Nataly von,Eschstruth,1860,1939
Paul,Erwe,,
Otto,Ernst,1862,1926
Luise,Ernest,,
Jānis,Ērmanis,1862,1932
Hedwig,Erlin-Schmeckebier,1873,1950
Josep,Erler,,
Juhana Heikki,Erkko,1849,1906
Karl,Erdmann Edler,1844,1931
Christoph Friedrich,Eppler,1822,1902
Epiktetos,u.,55,135
József,Eötvös,1813,1871
Karl Wilhelm Ferdinand,Enslin,1819,1875
Karl,Enslin,1814,1875
Adolphe d',Ennery,1811,1899
Georg Julius Leopold,Engel,1866,1931
Étienne,Énault,1816,1883
Otto,Elster,1852,1922
Oskar,Elsner,1845,1909
Ebenezer,Elliott,1781,1849
Georges,Eller,,
Sophie,Elkan,1853,1921
Rudolf,Elcho,1839,1923
Matthias Johann,Eisen,1857,1934
Theodor,Eicke,1861,1897
Wilhelm Friedrich,Eichhorn,1827,1896
Joseph von,Eichendorff,1788,1857
Thorbjørn,Egner,1912,1990
Saveli,Efron,1849,1925
Adolf,Eerich,,
G. H.,Edler,,
Hans,Eder,,
Anna,Edelheim,1845,1904
Ernst,Eckstein,1845,1900
,Eckelmann,,
Marie von,Ebner-Eschenbach,1830,1916
Georg,Ebers,1837,1898
Elisabeth,Ebeling,1828,1905
E,Ebeling,,
E.,L.,,
E.,F.,,
,E.,,
George Charles Baron de,Dyhern,1710,1759
Anatoli,Durov,1864,1916
O.,Dunckel,,
Alexandre,Dumas,,
Jekaterina,Dubrovina,1846,1913
Friedrich,Dsirne,1835,1872
August von ?,Drake,,
Dr.,Schweizer,,
Dr.,Jeep,,
Arthur Conan,Doyle,1859,1930
Fjodor,Dostojevski,1821,1881
Jos.,Dörr,,
H.,Dornfels,,
Karl August,Döring,1783,1844
Ivan,Dmitrijev,1760,1837
Dmitri,Dmitrijev,1848,1915
D.,Dmitrijev,,
Karl Ditters von,Dittendorf,1739,1799
Franz von,Dingelstedt,1814,1881
Dimitri,Rostovski,1651,1709
Lars,Dilling,1848,1887
Theodor,Dielitz,1849,1916
Charles,Dickens,1812,1870
May,Dick,1859,1925
Karl,Detlef,1836,1876
Jean,Destren,,
Réne,Descartes,1596,1650
O. W.,Demert,,
Anton,Delvig,1798,1831
Delia,Helena,,
Barbu Ștefănescu,Delavrancea,1858,1917
Aleksandr,Dejanov,1862,1903
Daniel u.,Defoe,1660,1731
Karl von,Decker,1784,1844
Willem,de Ruijter,,
René,De Pont-Jeste,1829,1904
Edmondo,De Amicis,1846,1908
M.,Day,,
Juris,Dauge,1835,1910
Alphonse,Daudet,1840,1897
Kr.,Daude,,
Charles,Darwin,1809,1882
Dante,Alighieri,1265,1321
Grigori,Danilevski,1829,1890
Felix,Dahn,1834,1912
J.,Dackweiler,,
Simon,Dach,1605,1659
Paul,D'Aigremont,1841,1908
Paul,D'AIgremont,1841,1907
P.,Cudelli,,
Jacob Jan,Cremer,1827,1880
Nikolai von,Cramer,,
Barry,Cornwall,1787,1874
François,Coppée,1842,1908
James Fenimore,Cooper,1789,1851
Hugh,Conway,1847,1885
William Lucas,Collins,1815,1887
Claudius,AD,41,54
Emil,Claar,1842,1930
Francois Rene de,Chateaubriand,1768,1848
François René de,Chateaubriand,1768,1848
Henri,Charrière,1906,1973
,Champfort,,
François Gaston de,Lévis,1719,1787
Jacques,Necker,1732,1804
de,Geitando,,
,Montesqieu,1689,1755
de,Renald,,
Adelbert von,Chamisso,1781,1838
Adelbert,Chamisso,1781,1838
Adalbert,Chamisso,1781,1838
Ch.,Schmidt,,
Miguel de,Cervantes Saavedra,1547,1616
Matthias,Castrén,1813,1852
Enrico,Castelnuovo,1839,1915
Franz Ignaz Castelli,Castelli,1781,1862
Jacques,Cassagne,1635,1679
M. C.,Carpentier-Meyer,,
Silwa,Carm,,
Esaias,Tegner,1782,1846
,Sophokles,497,496406405
Friedrich Ludwig,Bührlen,1777,1850
,Syrus,,
John,Milton,16,
Antonia,Carel,1849,1939
Minna,Canth,1844,1897
Joachim Heinrich,Campe,1746,1818
Luís Vaz de,Camões,1524,1580
Adalbert Philipp,Cammerer,1786,1848
Pompeo,Calvio,,
Noël,Calef,1907,1968
Pedro,Calderón de la Barca,1600,1681
Juhana Fredrik,Cajan,1815,1887
Hall,Caine,1853,1931
C. A.,P.,,
George Gordon,Byron,1788,1824
Heinrich,Büttner,1866,1909
Carl,Busse,1872,1918
Franz von,Busch,,
Edgar Rice,Burroughs,1875,1950
Robert,Burns,1759,1796
,Bürger,,
Robert Jones,Burdette,1844,1914
John,Bunyan,1628,1688
Edward,Bulwer-Lytton,1803,1873
Eduard von,Bülow,1803,1853
A.,Buduštšev,,
E.,Budde,,
Ludwig,Büchner,1824,1899
F.,Brunold,1811,1894
Gustav von,Brühl,1826,1903
Heinrich,Brugsch,1827,1894
Irene,Brown,,
Fritz,Brentano,1840,1914
Franz,Brentano,1838,1917
Hans Georg,Brenner,1903,1961
Lothar,Brenkendorff,1859,1929
Lothar,Brenckendorff,1859,1929
Fredrika,Bremer,1801,1865
Otto von,Breitschwert,1829,1910
Ludwig,Braunfels,1810,1885
Braun,?,,
,Braun,,
Justus,Brandt,,
Johanna,Brandrupp,,
Otto,Brandes,1844,1905
Hjalmar Hjorth,Boyesen,1848,1895
A.,Bouvier,,
Louis Henri,Boussenard,1847,1910
Louis,Bouilhet,1822,1869
Adolf,Böttger,1815,1870
A. D.,Borum,,
Arthur,Bornstein,,
Karl Ludwig,Börne,1786,1837
W. v.,Bonin,,
Cezar,Bolliac,1813,1881
M.,Boin,,
Therese,Böhm,,
N.,Bohl,,
Nikolai,Bogoljubov,1821,1898
V. G.,Bogolepov,,
Gerhard ten,Boer,1851,1916
Friedrich von,Bodenstedt,1819,1892
Friedrich Martin von,Bodenstedt,1819,1892
Giovanni,Boccaccio,1313,1375
,Blumenthal,,
Paul Phillip,Blumenreich,1849,1907
Eduard von,Bluhm,,
Rudolfs,Blaumanis,1863,1908
E.,Blanch,,
Bjørnstjerne,Bjørnson,1832,1910
Emma,Bjerrum-Egholdt,,
,Bjelinski,,
Charlotte,Birch-Pfeiffer,1800,1868
E.,Binder,,
E.,Billmar,,
Bietinghoff,von,,
Camille,Bias,1824,1908
,Beumer,,
Jean Frédéric,Bettex,1837,1915
Nikolai,Bestužev,1791,1855
Aleksandr,Bestužev,1797,1837
Aleksander,Bestužev-Marlinski,1797,1837
Louis,Bertrand,1866,1941
K.,Bertram,,
Arnold Adolf,Berthold,1803,1861
A.,Berthold,,
H.,Bernet,,
Fr.,Berner,,
,Berndt,,
Tristan,Bernard,1866,1947
Maximilian,Bern,1849,1923
S.,Bermeio,,
Karl,Berkow,1849,1921
Vilhelm,Bergsøe,1835,1911
Jaan,Bergmann,1856,1916
Philipp,Berges,1863,1938
Asta van,Bergen,,
E.,Berg,,
W.,Berdrowa,,
John,Bennett,1865,1956
Christian,Benkard,1853,1900
Aleksandr,Benitski,1780,1809
Helene von,Beniczky-Bajza,1840,1905
H.,Benedikt,,
Edgar,Bender,,
Ivan,Beloussov,1863,1930
W.,Bekensky,,
Leo,Beit,,
Karl,Beils,,
Konrad,Beier,,
Martin,Behrend,,
Ludwig,Bechstein,1801,1860
Rudolf,Baumbach,1840,1905
Eduard,Baumbach,1827,1884
Ludwig,Bauer,1876,1935
,Bassistow,,
Basileios Suur,u.,330,379
H.,Barth,,
Christian Gottlob,Barth,1799,1862
Max,Barack,1832,1901
Rosa,Barach,1841,1913
Bapenstedt,?,,
Théodore de,Banville,1823,1891
E.,Baltzer,,
Hugo,Baling,,
Alexander,Balázs,,
Richard,Bahr,1867,1936
,Bahaullah,1817,1892
Oskar,Bagge,1814,1873
,Bafistov,,
Anton,Baer,,
Kathy,Bacq,,
Francis,Bacon,1561,1626
A.,Bach,,
Friedrich,Axmann,1843,1876
Ferdinand,Avenarius,1856,1923
George,Auriol,1863,1938
Augusti,Augustinus,354,430
Joseph von,Auffenberg,1798,1857
Berthold,Auerbach,1812,1882
,Aspazija,1865,1943
Peter,Asbjørnsen,1812,1885
Jørgen,Moe,1815,1882
,Arthur,,
Aleksandr,Arsenjev,1854,1896
,Arnold,,
Ernst Moritz,Arndt,1769,1860
P. E.,Areg,1837,
Charlotte,Arand,,
Aleksei,Apuhtin,1840,1893
Apsīšu,Jēkabs,1858,1929
W.,Appelt,,
W.,Anthony,,
,Anon,,
Willie,Angervo,1875,1938
S.,Anderss,,
Hans Christian,Andersen,1805,1875
Fritz,Anders,,
Anakreon,u.,573,495
Gerhard von,Amyntor,1831,1910
Johanna,Ambrosius,1854,1939
Albert,Ambach,,
,Amaru,650,750
Juris,Alunāns,1832,1864
Alphonse,Allais,1854,1905
Santeri,Alkio,1862,1930
Alexandre Dumas,vanem,1802,1870
Nikolai,Aleksejev,1871,1905
Aleksei,Potekhin,1829,1908
A.,Aleksandrov,,
Deborah,Alcoc,,
Aksel,Albrecht,,
Victor,Albert,,
Albert,Traeger,,
Sergei,Aksakov,1791,1859
,Aiszbe,,
,Aisopos,6,
,Aisopos,,
Gustave,Aimard,1818,1883
Jacob Johan,Ahrenberg,1847,1914
Juhani,Aho,1861,1921
Adelbert von,Chamisso,,
Alide von,Achwartzkoppen,,
Abti,XI,,
,A.M.,,
A.,Treu,,
A.,T,,
A.,R.,,
A.,J.,,
A.,F.,,
A.,Ar-v,,
,(a),,
,-ther-,,
,-t.,,
,-s.,,
,-s-,,
,-r-,,
,-n.,,
,-en,,
,-e.,,
,-e,,
,-a-o,,
,-a-,,
J.,Zwick,,
Arnold,Zweig,1887,1968
Jerzy,Żuławski,1874,1915
Luciano,Zuccoli,1868,1929
Nikolai Ilija,Zryakov,1782,17861840
Nikolai,Zrjahhov,1782,17861840
J. P.,Mironov,,
Anders,Zorn,1860,1920
Vinco,Zorić,,
Richard,Zoozmann,1863,1934
Márton,Zöldi,1854,1919
Hanns von,Zobeltitz,1853,1918
Nikola,Živkov,1847,1901
Ernst,Zitelmann,1852,1923
Boriss,Žirkovitš,1888,1943
Konni vanem,Zilliacus,1855,1924
Klara,Ziegler,1844,1909
Immanuel,Ziegler,,
Nikolai,Zertelev,1790,1869
Stefan,Żeromski,1864,1925
Zanko,Zerkovski,1869,1926
Seméne ?-,Zemlak,1924,
Biruta,Zemgaliešu,1878,1906
Friedrich,Zell,1829,1895
Richard,Genée,1823,1895
Eduards,Zeibots,1864,1897
Jekabs,Zeibolts,1867,1924
Hugo,Zehdeni,,
L.,Ždanov,,
Artur,Zapp,1852,1925
Arthur,Zapp,1852,1925
Gabriela,Zapolska,1857,1921
Kallistrat,Žakov,1866,1926
Pavel,Zajakin-Uralski,1877,1920
L.,Zaitsev,,
Boriss,Zaitsev,1881,1972
Ernst,Zahn,1867,1952
Emmi H. von,Zagory,1850,1950
Julia,Žadovskaja,1824,1883
Eugen,Zabel,1851,1924
Yrjö Sakari,Yrjö-Koskinen,1830,1903
Yordan,Yovkov,1880,1937
Vinco,Yorick,,
Yamabe no,Akahito,700,740
,Xaver,,
Léon,Xanrof,1867,1953
,x.,,
,X,,
Max,Wundtke,1863,1908
Karl Emanuel,Worms,1857,1939
Wilhelm,Wolters,1852,1915
B.,Wolfgang,,
L.,Wolff,,
Alfred,Wolfenstein,1888,1945
Franz,Woenig,1851,1899
Victor,Wodiczka,1851,1858
T.,Witry,,
Leo,Wirth,,
P. P. von,Winkler,,
Hans,Winand,1883,1934
Alfred Maria,Willner,1859,1929
Robert,Bodanzky,1879,1923
Leo,Stein,1861,1921
William Somerset,Maugham,1874,1965
Jakob,Wille,1853,1929
Kyösti,Wilkuna,1879,1922
Heinrich,Wilken,1835,1886
Oskar,Justinus,1839,1893
Julius,Wilhelm,,
Fritz,Grünbaum,1880,1941
H,Wilhelm,,
K.,Wildner,,
Oscar,Wilde,1854,1900
Bodo,Wildberg,1862,1942
Johannes,Wilda,1852,1942
Johannes,Wilda,1852,
J.,Wild,,
Ella Wheeler,Wilcox,1850,1919
Karl,Wika,,
Trevor Charles,Wignall,1881,1958
,Wiesner,,
Robert,Wiener,,
Gustav,Wied,1858,1914
Joseph Victor,Widmann,1842,1911
Allan,Wide,,
Ernst,Wichert,1831,1902
Walt,Whitman,1819,1892
Richard,Whiteing,1840,1928
Wilhelm,Wetter,,
Luise u,Westkirch,1853,1941
Moritz,West,1841,1904
Ludwig,Held,1837,1901
Moritz,West,1841,1904
Ludwig,Held,1837,1900
Armin,Werther,,
,Werther,,
Eduard von,Wertheimer,1848,1930
O.,Verbeck,,
P. P.,Winkler,,
Karl,Escherich,1871,1951
Escherich.,Karl,1871,1951
Ernst,Werner,1838,1918
Werner Reinhold,von,1825,1909
Franz,Werfel,1890,1945
Franziska von,Werbeneck,,
Otto,Wentorf,,
Lisa,Wenger-Ruutz,1858,1941
W.,Welsky,,
H. G.,Wells,1866,1946
August,Weissl,1871,
Otto,Weiss,,
Julius,Weiss,1867,
Carl,Weisflog,1770,1828
Paul,Weise,,
Ella,Weis,,
Pjotr,Weinberg,1831,1908
Paul,Weinberg,,
,Weihans,,
Wera,Weidman,,
Emma,Wehl,,
Frank,Wedekind,1864,1918
Leopold,Weber,1866,1944
J.,Weber,,
Hedwig,Weber,,
E.,Weber,,
Claire Henrica,Weber,1881,1954
Jakob,Wassermann,1873,1934
Paula von,Wasserburger,1865,1945
D. B.,Warren,,
D. B,Warren,,
John D.,Warnken,,
Artemus,Ward,1834,1867
Oskar,Walther,,
Robert,Walter,1883,1967
Toivo Kustaa,Waltari,1880,1939
E.,Walsh,,
A,Wallmann,,
Axel,Wallengren,1865,1896
Lewis,Wallace,1827,1905
Kurt von,Walde,,
Hermann,Wagner,1840,1929
Hermann,Wagner,1826,1883
Robert,Wach,1871,1920
W.,P-w,,
W.,B.,,
,W-o.,,
Nikolai,Vutšetitš,1845,1912
Eduards,Vulfs,1886,1919
Franz,Vrànc,,
V.,Volõntsev,,
M.,Volohov,,
Agnes,Vollmar,1836,1910
M.,Volkova,,
Mihhail,Volkonski,1860,1917
O. F.,Völckerndorff,,
Vladimir,Voinov,,
Helene Louise Julie,Voigt,1857,1924
L. von,Vogelsberg,,
Erich,Vogeler,,
Alexandru,Vlahuţă,1858,1919
Alexandru,Vlahuță,1858,1919
V.,Vladimirov,,
Georgi,Vjatkin,1885,1938
Swami,Vivekananda,1863,1902
Max,Vittrich,,
Charles de,Vitis,1848,19
,Viola,,
Auguste de,Villiers de l'Isle-Adam,1838,1889
Auguste de,Villiers de l'Isle Adam,1838,1889
Jean de,Villeurs,1843,1908
Fredrik,Viller,1859,1940
Paul,Vigné d'Octon,1859,1943
Clara,Viebig,1860,1952
Valter,Vetto,,
N.,Vernõi,,
Paul,Verlaine,1844,1896
Konstantin,Verigin,1899,1982
K.,Verigin,1873,1924
Boriss,Verhoustinski,1888,1919
Emile,Verhaeren,1855,1916
V.,Vergenov,,
Vikenti,Veressajev,1867,1945
,Verešnikov,,
Henry de,Vere Stacpoole,1863,1951
Anastassia,Verbitskaja,1861,1928
O.,Verbeck,1857,
Vennad,Grimmid,,
Harald,Vellner,1893,1970
Andrei,Veinberg,,
Heikki,Vehka,,
Luc de Clapiers,Vauvenargues,1715,1747
J. M.,Vassiljevski,,
M.,Vassiljev,,
Semjon,Vasjukov,1854,1908
Jaak,Varik,1882,1941
Ludwig Karl,Vanselow,1877,1959
Leon ?-,Vandersee,1907,
Juho,Valve,,
Adolf,Valter,,
Adriano del,Valle Rossi,1895,1957
Pierre,Valdagne,1854,1937
V.,T.,,
V.,R.,,
Milutin,Uskoković,1884,1915
Lev,Urvantsov,1865,1929
Aleksander,Urija,,
Henry F.,Urban,1861,1924
Andrejs,Upīts,1877,1970
Mikko,Uotinen,1885,1931
J.,Ungewitter,,
Vladimir,Umanov-Kaplunovski,1865,1939
Constance,Ullner,1856,1926
L.,Ugrinovitš,,
Manuel,Ugarte,1875,1951
Woldemar von,Uexküll,1860,1952
,Tushömö,,
A.,Turkvan,,
Aleksandr,Turkin,1870,1919
Sergei Ivanovitš,Turbin,1821,1884
Sergei,Turbin,1821,1884
Jevgenija,Tumanova,,
Jevgeni,Tumanov,,
,Tulupov,,
,Grigorjev,,
Friedebert,Tuglas,1886,1971
Srđan,Tucić,1873,1940
M.,Tšuprikov,,
M.,Tširikov,,
Jevgeni,Tširikov,1864,1932
L.,Tsharina,,
E.,Tsetelman,,
F.,Tšervinski,,
Leonid,Tšerski,1886,
Viktor,Tšernov,1873,1952
Dmitri,Tsenzor,1877,1947
Mihhail,Tšehhov,1865,1936
Anton,Tšehhov,1860,1905
Aleksandr,Tšehhov,1855,1913
Maria,Tsebrikova,1835,1917
Anastassia,Tšebotarevskaja,1876,1921
Clara,Tschudi,1859,1945
F.,Tschornõi,,
Lidia,Tšarskaja,1875,1937
Maria Alexandra,Trygg-Helenius,1852,1926
Maria,Trubnikova (Ivaševa),1835,1897
Teja Victus von,Tröli,,
E.,Trog,,
M.,Trofimenko,,
August,Trinius,1851,1919
C.,Triepel,,
Konstantin,Trenjov,1876,1945
J.,Tregubov,,
Emil,Trautschold,,
Max,Trausil,1833,1907
