name,birth_year,death_year
"Lovric, Michelle",1959.0,
"Lorie, Anna",,
"Loon, Karel Glastra van",1965.0,
"Loomis, Gregg",1961.0,
"Long, Kate",1964.0,
"Long, Jeff",,
"London, Julia",1959.0,
"Loggia, Wendy",,
"Lœvenbruck, Henri",1972.0,
"Llamazares, Julio",1955.0,
"Ljaskovski, Viktor",,
"Livingston, Lesley",,
"Lionz, Violett",,
"Lindsay, Yvonne",,
"Lindsay, Jeff",1952.0,
"Lindqvist, John Ajvide",1968.0,
"Lindo, Elvira",1962.0,
"Limb, Sue",1946.0,
"Lima Quintana, Hamlet",1923.0,2002.0
"Lilleste, Lena",1967.0,
"Liebrecht, Savjon",1948.0,
"Liao, Jimmy",1958.0,
"Lewycka, Marina",1946.0,
"Lewis, Jennifer",,
"Levy, Marc",1961.0,
"Levitt, Peggy",,
"Levine, Gail Carson",1947.0,
"Levien, David",,
"Leoni, Giulio",1951.0,
"Leon, Donna",1942.0,
"Lengton, Joanna",1956.0,
"Lenaux, Gwyneth",,
"Lenartová, Eva",1959.0,
"Lenartová, Eva",,
"Lembcke, Marjaleena",1945.0,
"Lelarge, Fabrice",,
"Leith, Prue",1940.0,
"Lehtolainen, Leena",1964.0,
"Lehtinen, Tuija",1954.0,
"Lee, Rachel",,
"Lee, Michael",,
"Lee, Laurie",1914.0,1997.0
"Leather, Stephen",1956.0,
"Lefranc, Karine",,
"Le Carré, John",1931.0,2020.0
"Le Callet, Blandine",1969.0,
"Layton, Neal",1971.0,
"Lavene, Joyce",,
"Laurens, Stephanie",1953.0,
"Laurens, Camille",1957.0,
"Lashner, William",,
"Larsson, Stieg",1954.0,2004.0
"Larsson, Flora",1904.0,2000.0
"Larsson, Björn",1953.0,
"Larsen, Viola",1926.0,
"Lardner, Ring",1885.0,1933.0
"Lapidus, Jens",1974.0,
"Langreuter, Jutta",1944.0,
"Langford, David",1953.0,
"Langfield, Martin",1962.0,
"Langen, Annette",1967.0,
"Lang, Luc",1956.0,
"Lång, Fredrik",1947.0,
"Landsdown, Judith",,
"Landis, Jill Marie",,
"Landis, Geoffrey A.",1955.0,
"Landesman, Peter",1965.0,
"Lambert, Sandrine",1974.0,
"Lambert, Michel",1947.0,
"Laita, Erkki",,
"Laird, Elizabeth",1943.0,
"Lahiri, Jhumpa",1967.0,
"Lagarce, Jean-Luc",1957.0,1995.0
"Ladi, Omel",1943.0,
"Ladd, Linda",,
"Labrune, Jeanne",1950.0,
"Labé, Louise u",1524.0,1566.0
"La Fayette, Marie-Madeleine",1634.0,1693.0
"Kuznetski, Chris",,
"Kürthy, Ildiko von",1968.0,
"Kurkov, Andrei",1961.0,
"Kuhn, Krystyna",1960.0,
"Kubin, Alfred",1877.0,1959.0
"Krüdener, Barbara Juliane von",1764.0,1824.0
Kristín Steinsdóttir,1946.0,
"Krishnasamy, Shayna",,
"Krigin, Vassili",1945.0,
"Krauss, Nicole",1974.0,
"Krass, Olga",,
"Kracht, Christian",1966.0,
"Kozlova, Jelena",1954.0,2021.0
"Koval, Tatjana",,
"Koumantaréas, Ménis",1931.0,2014.0
"Kotjuh, Igor",1978.0,
"Kostova, Elizabeth",1964.0,
"Kosova, Galina",,
"Koskull, Josi von",1898.0,1996.0
"Kosinski, Dahlia",,
"Koomson, Dorothy",1971.0,
"Kontio, Tomi",1966.0,
"Konsalik, Heinz G.",1921.0,1999.0
"Koltès, Bernard-Marie",1948.0,1989.0
"Kollmar, Margit",,
"Koivisto, Meritta",1955.0,
"Knoll, Patricia",,
"Knight, India",1965.0,
"Klinger, Friedrich Maximilian von",1752.0,1831.0
"Klein, Allen",1938.0,
"Kjærstad, Jan",1953.0,
"Kirk, Cindy",,
"Kiremitçi, Tuna",1973.0,
"Kinsella, Sophie",1969.0,
"Kingsbury, Suzanne",,
"Kimpton, Diana",,
"Kimpen, Geert",1965.0,
"Kimhi, Alona",1966.0,
Kika,,
"Kidder, Jane",,
"Kidd, Sue Monk",1948.0,
"Khoury, Raymond",1960.0,
"Khadra, Yasmina",1955.0,
"Keys, Heather",,
"Keyes, Marian",1963.0,
"Kessel, Carola von",1969.0,
"Kessel, Carola von",,
"Kertész, Imre",1929.0,2016.0
"Kerr, Dorothea",,
"Kerner, Charlotte",1950.0,
"Kenner, Julie",,
"Kenaz, Jehošua",1937.0,2020.0
"Kelsey, Elisabeth",,
"Kelly, Rebecca",1961.0,
"Kelly, Leslie",,
"Kelly, Alison",,
"Kehlmann, Daniel",1975.0,
"Keenan, Connie",,
"Kearney, Susan",1955.0,
"Kay, Susan",1952.0,
"Kavvadias, Nikos",1910.0,1975.0
"Katzir, Judith",1963.0,
"Kasparavičius, Kęstutis",1954.0,
"Karr, Leona",1925.0,2023.0
"Karaulov, Andrei",1958.0,
"Kantra, Virginia",,
"Kane, Andrea",,
"Kandre, Mare",1962.0,2005.0
"Hait, Arkadi",1937.0,2000.0
"Kaminsky, Stuart M.",1934.0,2009.0
"Kaminer, Wladimir",1967.0,
"Kalemaa, Kalevi",1941.0,
"Kaaberbøl, Lene",1960.0,
"Justiss, Julia",,
"Junger, Sebastian",1962.0,
"Jump, Shirley",1968.0,
"Jukš-Meos, Alla",,
"Judd, Maureen",,
"Jowett, Simon",,
"Bynghall, Steve",,
"Joris, Daniel",1958.0,
"Jones, Tim",,
"Jones, Susanna",1967.0,
"Jones, Lloyd",1955.0,
"Jokela, Juha",1970.0,
"Jochmann, Ludger",1952.0,
"Jewitt, Kathryn",1967.0,2023.0
"Jewell, Lisa",1968.0,
"Jeskov, Kirill",1956.0,
"Jerofejev, Viktor",1947.0,
"Jernigan, Brenda K.",,
"Jerjomina, Maria",,
"Jennings, Linda",,
"Jemison, Joyce",,
"Jelfimova, Angelika",1970.0,
"Jauhar, Sandeep",1968.0,
"Jaud, Tommy",1970.0,
"Japin, Arthur",1956.0,
Janosch,1931.0,
"Jameson, Bronwyn",,
"James, Maddie",1956.0,
"James, Harriette",,
"James, Elle",,
"James, Arlene",,
"Jalonen, Riitta",1954.0,
"Jaeggy, Fleur",1940.0,
"Jacobsen, Roy",1954.0,
"Jacobs, Kate",,
"Jackson, Lisa",1952.0,
"Jackson, Gina",,
"Jääskeläinen, Pasi",1966.0,
"Izzo, Jean-Claude",1945.0,2000.0
"Ivask, Ivar",1927.0,1992.0
"Ivanova, Oksana",1981.0,
"Ivanova, Inga",1961.0,
"Ivanov, Andrei",1971.0,
"Iten, Andreas",1936.0,
"Ištšuk, Inna",1972.0,
"Isomäki, Risto",1961.0,
"Isherwood, Christopher",1904.0,1986.0
"Isau, Ralf",1956.0,
"Ironside, Virginia",1945.0,
"Innes, Jean",,
"Injejkian, Azad",,
"Immonen, Riku",1974.0,
"Iles, Greg",1960.0,
"Ikstena, Nora",1969.0,
Ikkyu,1394.0,1481.0
"Ibbotson, Eva",1925.0,2010.0
"Hyland, Tara",1976.0,
"Hutta, K. Emily",,
"Huth, Angela",1938.0,
"Husain, Taha",1889.0,1973.0
"Hunter, Gwen",1962.0,
"Hulpach, Vladimír",1935.0,
"Hughes, Linda",,
"Hughes, Carol",,
"Hughart, Barry",1934.0,2019.0
"Hueck-Dehio, Else",1897.0,1976.0
"Howie, Vicki",,
"Howard, Stephanie",,
"Houellebecq, Michel",1956.0,
"Hotakainen, Kari",1957.0,
"Hosseini, Khaled",1965.0,
"Horowitz, Anthony",1955.0,
"Hooper, Kay",1957.0,
"Holzwarth, Werner",1947.0,
"Holt, Anne",1958.0,
"Holm, Stef Ann",,
"Hollis, Christina",,
"Hollinghurst, Alan",1954.0,
"Holler, Christiane",1955.0,
"Holland, Anne",,
"Holder, Nancy",,
"Holden, Aura",,
"Holbrook, Cindy",,
"Hohlbein, Heike",1955.0,
"Hoeye, Michael",1947.0,
"Hodgkinson, Tom",1968.0,
"Kieran, Dan",,
"Hochgatterer, Paulus",1961.0,
"Hix, H. L. (Harvey Lee)",1960.0,
"Laínez, Josep Carles",1970.0,
"Hiver, Jeanne",,
"Hirvonen, Elina",1975.0,
"Hind, Sulaima",1969.0,
"Hilsenrath, Edgar",1926.0,2018.0
"Hilliart, Regina",,
"Hill, Teresa",,
"Hill, Joe",1972.0,
"Hill, David",1942.0,
"Hill, Bonnie Hearn",1945.0,
"Higgins, Kristan",1965.0,
"Higgins, Dolly",,
"Hewson, David",1953.0,
"Hewitt, Kate",,
"Herzmanovsky-Orlando, Fritz von",1877.0,1954.0
"Héron, Jean Olivier",1938.0,2017.0
"Hering, Elisabeth",1909.0,1999.0
"Henning, Heather",,
"Henks, Maril",,
"Henderson, Dee",,
"Hellsten, Tommy",1951.0,
"Heller, Zoë",1965.0,
"Heller, Richard F.",,
"Heller, Rachael",,
"Hearn, Lian",1942.0,
"Háy, János",1960.0,
"Hay, Elizabeth",1951.0,
"Hawking, Lucy",1970.0,
"Hawking, Stephen",1942.0,2018.0
"Galfard, Christophe",,
"Harris, Russ",1966.0,
"Harris, Robert",1957.0,
"Harris, Lori L.",1969.0,
"Harris, Charlaine",1951.0,
"Harrington, Nina",1956.0,
"Harper, Tom",1977.0,
"Harper, Karen",1945.0,
"Harper, Fiona",1968.0,
"Härkönen, Anna-Leena",1965.0,
"Harkkila, Johanna",,
"Hardy, Kate",1966.0,
"Hardinge, Frances",1973.0,
"Hapka, Cathy",,
"Hansson, Pär",1970.0,
"Hansen, Thorkild",1927.0,1989.0
"Hannay, Barbara",1950.0,
"Hanks, Goug",,
"Hancock, Graham",1950.0,
"Hamilton, Jane",1957.0,
"Hall, John",,
"Hagena, Katharina",1967.0,
"Haderlein, Ute",,
"Haddon, Mark",1962.0,
"Gutman, Amy",1960.0,
"Gustafsson, Lars",1936.0,2016.0
Guðbergur Bergsson,1932.0,2023.0
"Gudenkauf, Heather",,
"Gudea, Sumeri valitseja",21.0,
"Grumberg, Jean-Claude",1939.0,
"Grøndahl, Jens Christian",1959.0,
"Grogan, John",1957.0,
"Griškovets, Jevgeni",1967.0,
"Grippando, James",1958.0,
"Gripe, Maria",1923.0,2007.0
"Grimmelshausen, Hans Jakob Christoffel von",1621.0,
"Grimes, Martha",1931.0,
"Grey, India",,
"Grenville, Kate",1950.0,
"Gregson, Julia",1947.0,
"Greene, Jennifer",,
"Green, Tim",1963.0,
"Green, Terry",,
"Green, Abby",,
"Gray, Abby",,
"Gravier, Delphine",,
"Graves, Samantha",,
"Graves, Paula",,
"Granger, Jane",,
"Granger, Ann",1939.0,
"Grangé, Jean-Christophe",1961.0,
"Graham, Lynne",1956.0,
"Graham, Heather",1953.0,
"Graham, Elizabeth",,
"Graham, Caroline",1931.0,
"Graft, Jeane",,
"Grady, Robyn",,
"Gordon, Mary Ann",,
"Gordon, Janelle",,
"Gordimer, Nadine",1923.0,2014.0
"Goodwin, Jason",1964.0,
"Gómez-Jurado, Juan",1977.0,
"Goldsack, Gaby",1966.0,
"Goldridge, Amanda",,
"Schragenheim, Eli",,
"Ptak, Carol A.",,
"Godwin, Gail",1937.0,
"Glover, Douglas",1948.0,
"Glauser, Friedrich",1896.0,1938.0
"Glanfield, Jenny",,
"Giusti, Katiuscia",,
"Gill, Anton",1948.0,
"Gier, Kerstin",1966.0,
"Gershator, Phillis",1942.0,
"Gerritsen, Tess",1953.0,
"Geissler, Horst Wolfram",1893.0,1983.0
"Gayle, Mike",1970.0,
"Gavron, Jeremy",1961.0,
"Gavalda, Anna",1970.0,
"Gaut, Patricia",,
"Gaudé, Laurent",1972.0,
"Gastev, Aleksei",1882.0,19391941.0
"Gaskell, Elizabeth",1810.0,1865.0
"Garner, Joan",,
"Gardner, Sally",1954.0,
"Gardner, Lisa",1972.0,
"Gardiner, Jenny",,
"Garcia, Kami",1972.0,
"Stohl, Margaret",1967.0,
"Garbera, Katherine",,
"Gangemi, Joseph",1970.0,
"Gallerne, Gilbert",1954.0,
"Galińska, Barbara",1957.0,
"Gaines, Isabel",,
"Gaffney, Patricia",1944.0,
"Gadis, Peggy",,
"Gacy, Donna",,
"Funke, Cornelia",1958.0,
"Fuld, Werner",1947.0,
"Fujii, Sadakazu",1942.0,
"Frost, Mark",1953.0,
"Fröhlich, Susanne",1962.0,
"Frister, Roman",1928.0,2015.0
"Frigeni Careddu, Mariana",1909.0,1997.0
"Freydont, Shelley",1949.0,
"Freedman, Claire",,
"Fredriksson, Marianne",1927.0,2007.0
"Fredrickson, Michael",,
"Frazier, Charles",1950.0,
"Franzen, Jonathan",1959.0,
"Franck, Julia",1970.0,
"Fowler, Karen Joy",1950.0,
"Fossum, Karin",1954.0,
"Fosse, Jon",1959.0,
"Forester, Chris",,
"Ford, Jacey",,
"Floury, Marie-France",,
"Flinn, Alex",1966.0,
"Fletcher, J. S. (Joseph Smith)",1863.0,1935.0
"Fletcher, Charlie",1960.0,
"Fleming, May Agnes",1840.0,1880.0
"Fleischhauer, Wolfram",1961.0,
"Fitzpatrick, Becca",1979.0,
"Fitzgerald, Kitty",,
"Fischer, Tibor",1959.0,
"Fischer, Erica",1943.0,
"Finn, Robert",,
"Fienberg, Anna",1956.0,
"Fienberg, Barbara",,
"Fields, Sadie",,
"Fielding, Liz",,
"Ferrarella, Marie",1948.0,
"Fernandes, Eugenie",1943.0,
"Fenster, Bob",,
"Feldman, Thea",,
"Feketű, Csaba",,
"Feehan, Christine",,
"Fedotov, Mihhail",1958.0,1995.0
"Fay, Sabrina",,
"Faust, Ron",1936.0,2011.0
"Faulks, Sebastian",1953.0,
"Faulkner, Keith",1948.0,
"Farmer, Nancy",1941.0,
"Fänger, Rolf",,
"Möltgen, Ulrike",,
"Faletti, Giorgio",1950.0,2014.0
Fabio,1959.0,
"Staub, Wendy Corsi",1964.0,
"Faber, Michel",1960.0,
"Eugenides, Jeffrey",1960.0,
"Estrada, Rita Clay",1941.0,
"Erpenbeck, Jenny",1967.0,
"Erickson, Lynn",,
"Epes, Katja",,
"Enthoven, Sam",1975.0,
"Ensler, Eve",1953.0,
"Enright, Anne",1962.0,
"Emmanuel, François",1952.0,
"Emburg, Kate",,
"Elorriaga, Unai",1973.0,
"Ellis, Bret Easton",1964.0,
"Elliot, Sarah",1978.0,
"Elliot, Rachel",1975.0,
"Ejersbo, Jakob",1968.0,2008.0
"Eidintas, Alfonsas",1952.0,
"Eichler, Selma",,
"Egeland, Tom",1959.0,
"Egbeme, Choga Regina",,
"Egan, Vicky",,
"Edmondson, Elizabeth",1948.0,2016.0
"Echenoz, Jean",1947.0,
"Jost, Alain",,
"Dunlop, Barbara",,
"Duneton, Claude",1935.0,2012.0
"Dudina, Zoja",1962.0,
"Dubosarsky, Ursula",1961.0,
"DuBois, Brendan",1959.0,
"Dreyer, Eileen",1952.0,
"Drake, Shannon",1953.0,
"Drake, Angela",,
"Doyon, Stephanie",,
"Doyle, Roddy",1958.0,
"Doyle, Malachy",1954.0,
"Douglas, Michelle",,
"Dos Passos, John",1896.0,1970.0
"Dörrie, Doris",1955.0,
"Dontsova, Darja",1952.0,
"Donnelly, Jane",,
"Donaldson, Julia",1948.0,
"Donald, Robyn",1940.0,
"Brockway, Connie",1954.0,
"Döblin, Alfred",1878.0,1957.0
"Djian, Philippe",1949.0,
"DiTerlizzi, Tony",1969.0,
"Black, Holly",1971.0,
"Dirckinck-Holmfeld, Grethe",,
"Diderot, Denis",1713.0,1784.0
Felix Francis,1953.0,
"DiCamillo, Kate",1964.0,
"Díaz, Junot",1968.0,
"DeWitt, Helen",1957.0,
"Deverell, Richard",,
"Deverell, Diana",,
"Deutermann, P. T. (Peter Thomas)",1941.0,
"Detly, Alice",,
"Deremer, Richard",,
"Deredel Rogeon, Sandrine",,
"Mazali, Gustavo",1961.0,
"Denton, Terry",1950.0,
"Denton, Jamie",,
"Denežkina, Irina",1982.0,
"DeLillo, Don",1936.0,
"Delerm, Philippe",1950.0,
"Dees, Cindy",,
"Dedjajeva, Nadežda",1952.0,
"Deaver, Jeffery",1950.0,
"De Lint, Charles",1951.0,
"De la Cruz, Melissa",1971.0,
"Davis, Lindsey",1949.0,
"Davis, Francesca",,
"Davis, Anna",1971.0,
"Davies, Gill",1945.0,
"Davidts, Jean-Pierre",1950.0,
"Davidsen, Leif",1950.0,
"Daškova, Polina",1960.0,
"Darring, Sarah",,
"Darrieussecq, Marie",1969.0,
"Danilin, Vitali",,
"Daniel, J. Beverly",,
"Daniel, Antoine B.",1956.0,
"Dane, Lucille",,
"Dana, Richard Henry",1815.0,1882.0
"Dale, Anna",1971.0,
"Dakin, Glenn",,
"Dai, Sijie",1954.0,
"Dahl, Arne",1963.0,
"D'Hagé, Adrian",1946.0,
"D'Achille, Silvia",,
"Cusk, Rachel",1967.0,
"Curry, Peter",,
"Curiol, Céline",1975.0,
"Cunningham, Michael",1952.0,
"Crusie, Jennifer",1949.0,
"Crossley, David",,
"Cross, Claire",,
"Craven, Sara",1938.0,2017.0
"Crais, Robert",1953.0,
"Cox, Michael",1948.0,2009.0
"Cowell, Cressida",1966.0,
"Cousins, Lucy",,
"Coupland, Douglas",1961.0,
"Cottrell Boyce, Frank",1961.0,
"Costello, Matthew",1948.0,
"Cornweed, Amira",,
"Cornick, Nicola",1964.0,
"Cooper, Natasha",1951.0,
"Cooper, Gill",,
"Cooley, Martha",1955.0,
"Cooke, Evelyn",,
"Cook, Thomas H.",1947.0,
"Connelly, Michael",1956.0,
"Conisbee, Rachael Elizabeth",,
"Colter, Cara",,
"Collins, Suzanne",1962.0,
"Collins, Max Allan",1948.0,
"Collins, Billy",1941.0,
"Colley, Jan",,
"Colfer, Eoin",1965.0,
Colette,1873.0,1954.0
"Cohen, William S.",,
"Cohen, Albert",1895.0,1981.0
"Cockerill, Pamela",,
"Cochran, Heather",,
"Coben, Harlan",1962.0,
"Cobbold, Marika",1957.0,
"Clayton, Victoria",1947.0,
"Claus, Hugo",1929.0,2008.0
"Claudel, Philippe",1962.0,
"Clarke, Susanna",1959.0,
"Clarke, Stephen",1958.0,
"Clarke, Breena",,
"Clark, Mary Jane",1954.0,
"Cimatoribus, Alessandra",1967.0,
"Church, Alfred John",1829.0,1912.0
"Christensen, Lars Saabye",1953.0,
"Christenberry, Judy",,
"Chopra, Deepak",1946.0,
"Chopin, Kate",1850.0,1904.0
"Child, Maureen",1951.0,
"Child, Lee",1954.0,
"Chevalier, Tracy",1962.0,
"Chen, Chao-Hsiu",,
"Cheek, Mavis",1948.0,2023.0
"Chaucer, Geoffrey u",1343.0,1400.0
"Chatwin, Bruce",1940.0,1989.0
"Chandernagor, Françoise",1945.0,
"Cervera, Jordi",1959.0,
"Céline, Louis-Ferdinand",1894.0,1961.0
"Celati, Gianni",1937.0,2022.0
"Cazotte, Jacques",1719.0,1792.0
"Cast, P. C. (Phyllis Christine)",1960.0,
"Cast, Kristin",1986.0,
"Cassidy, Cathy",1962.0,
"Casey, Jo",,
"Gilber, Laura",,
"Case, John",,
"Casalis, Anna",1953.0,
"Carvani, Eva",,
"Carroll, Sara",,
"Carroll, Jenny",1967.0,
"Carrère, Emmanuel",1957.0,
"Carrell, Jennifer Lee",,
"Carranza, Maite",1958.0,
"Carlson, Gunilla",1943.0,
"Sederholm, Jan",1929.0,2023.0
"Carey, Peter",1943.0,
"Carcaterra, Lorenzo",1954.0,
"Capella, Anthony",1962.0,
"Canvas, Sally",,
"Cannell, Dorothy",1943.0,
"Canavan, Trudi",1969.0,
"Campbell, Rod",,
"Campbell, Alexandra",,
"Campbell-Todd, Deborah",,
"Camino, Isabella",1974.0,
"Lacharron, Delphine",1974.0,
"Camilleri, Andrea",1925.0,2019.0
"Cameron, Cay",,
"Calmann, Marianne",,
"Calder, Martin",,
"Calasso, Roberto",1941.0,2021.0
"Cain, Tom",1959.0,
"Caddle, Colette",,
"Cach, Lisa",,
"Cabot, Meg",1967.0,
"Byrnes, Michael",,
"Byrne, Robert",1930.0,2016.0
"Byng, Georgia",1966.0,
"Butschkow, Ralf",1962.0,
"Butler, Samuel",1835.0,1902.0
"Butler, Rachel",,
"Butler, M. Christina",,
"Butler, Katrin",,
"Butler, Cathrin",,
"Butcher, Shannon K.",,
"Bushnell, Candace",1958.0,
"Burnham, Niki",,
"Burmester, Silke",,
"Burford, Pamela",,
"Burden, Laurence",,
"Goldsack, Gaby",,
"Lawrence, Patrice",,
"McMillan, Sue",,
"Morris, Alison",,
"Rooney, Louise",,
"Watters, Linda",,
"Bunker, Connie",,
"Bulgakova, Jelena",1893.0,1970.0
"Bukowski, Charles",1920.0,1994.0
"Bujold, Lois McMaster",1949.0,
"Buida, Juri",1954.0,
"Büchner, Barbara",1950.0,
"Buchheim, Lothar-Günther",1918.0,2007.0
"Buchan, Elizabeth",1948.0,
"Brussolo, Serge",1951.0,
"Brunnenputzer, Bert",,
"Brunel, Aude",,
"Browning, Guy",,
"Brown, Ruth",1941.0,
"Brown, Molly",,
"Brown, Dan",1964.0,
"Brown, Allison",,
"Brooks, Walter R.",1886.0,1958.0
"Brooks, Kevin",1959.0,
"Broms, Henri",1927.0,2014.0
"Brezina, Thomas",1963.0,
"Bretton, Barbara",1950.0,
"Brett, Peter V.",1973.0,
"Breton, Laurie",,
"Brennan, Herbie",1940.0,2024.0
"Braun, Jackie",,
"Brashares, Ann",1967.0,
"Brandon, Taylor",,
"Brändle, Bine",,
"Brandewyne, Rebecca",1955.0,
"Brand, Fiona",,
"Bradley, Marion Zimmer",1930.0,1999.0
"Boyne, John",1971.0,
"Bourne, Sam",,
"Bourne, Peter",,
"Borev, Juri",1925.0,2019.0
"Bondurant, Matt",1971.0,
"Bõkov, Dmitri",1967.0,
"Boie, Kirsten",1950.0,
"Bohjalian, Chris",1962.0,
"Böckman, Heddi",1938.0,
"Bobin, Christian",1951.0,2022.0
"Blume, Judy",1938.0,
"Bloom, Becky",,
"Blobel, Brigitte",1942.0,2024.0
"Blanchard, Jane",,
"Blake, Cindy",,
"Blake, Ally",,
"Bissell, Sallie",,
"Birtles, Jasmine",1962.0,
"Birdsall, Jeanne",1951.0,
"Birck, Jan",1963.0,
"Binder, Mark",,
"Biggs, Cheryln",,
"Bieniek, Christian",1956.0,2005.0
"Bhatt, Sujata",1956.0,
"Beyer, Marcel",1965.0,
"Bevarly, Elizabeth",,
"Better, Cathy Drinkwater",1952.0,
"Besson, Luc",1959.0,
"Berry, Steve",1955.0,
"Berk, Sheryl",,
"Bergren, Saskia",,
"Bergh, Illa van",,
"Bergen, Lara",1955.0,
"Berg, Elizabeth",1948.0,
"Beretta, Rose",,
"Bercovitch, Pascale Noa",1967.0,
"Bennett, Jules",,
"Bennett, Alan",1934.0,
"Benjamin, Walter",1892.0,1940.0
"Benioff, David",1970.0,
"Benedictus, David",1938.0,
"Benedict, Clare",,
"Beishir,  Norma",1953.0,
"Beigbeder, Frédéric",1965.0,
Bei Dao,1949.0,
"Behn, Aphra",1640.0,1689.0
"Bédier, Joseph",1864.0,1938.0
"Bedford, Jacqueline",,
"Beckford, William",1760.0,1844.0
"Beckett, Bernard",1967.0,
"Beaumont, Émilie",1948.0,
"Beaton, M. C.",1936.0,2019.0
"Bearn, Emily",,
"Beard, Henry N.",1945.0,
"Kennedy, Douglas C.",,
"Beacon, Elizabeth",,
"Mamin-Sibirjak, Dmitri",1852.0,
"Bazell, Josh",,
"Baxter, Claire",,
"Battles, Brett",1962.0,
"Battaglia, Romano",1933.0,2012.0
"Batrae, Margot",,
"Bates, Noel",,
"Bass, Jules",1935.0,2022.0
"Barton, Beverly",1946.0,2011.0
"Barry, Sebastian",1955.0,
"Barry, Maxine",,
"Barrett, Suzanne",1941.0,
"Barrett, Andrea",1954.0,
"Barnes, Zoë",,
"Barnes, Julian",1946.0,
"Barnes-Murphy, Rowan",1952.0,
"Millour, Gilberte",,
"Bärman, Raimo",1932.0,
"Baricco, Alessandro",1958.0,
"Bank, Melissa",,
"Bâldescu, Zorina",1954.0,
"Baldacci, David",1960.0,
"Balàka, Bettina",1966.0,
Bajar Ljuba,1987.0,
"Baird, David",1956.0,
"Bainbridge, Beryl",1932.0,2010.0
"Bailey, Rachel",,
"Badretdinova, Ljuza",1965.0,
"Baddiel, David",1964.0,
"Axelsson, Majgull",1947.0,
"Awdry, Wilbert",1911.0,1997.0
"Asprin, Robert Lynn",1946.0,2008.0
"Asher, Jay",1975.0,
"Asch, Frank",1946.0,2022.0
"Asantila, Ulla",,
"Armintrout, Jennifer",1980.0,
"Arlt, Roberto",1900.0,1942.0
"Arland, Leona",,
"Apsley, Brenda",,
"Appleyard, Diana",,
"Appelgren, Tove",1969.0,
"Appelfeld, Aharon",1932.0,2018.0
Anonüümne,,
Anna Casalis,1953.0,
"Anissimov, Andrei",1943.0,
Andy Magoo,,
Andri Snær Magnason,1973.0,
"Andrews, Russell",1955.0,
"Andrews, Jackie",,
"Anderson, Natalie",1973.0,
"Anderson, Caroline",,
"Andersen, Susan",,
"Andersen, Jessica",1973.0,
"Anders, Donna",,
"Amos, Janine",,
"Ammaniti, Niccolò",1966.0,
"Amette, Jacques-Pierre",1943.0,
"Ambrose, David",1945.0,
"Ambjørnsen, Ingvar",1956.0,
"Amann, Jürg",1947.0,2013.0
"Alvtegen, Karin",1965.0,
"Allwood, Bertha",,
"Alexis, Willibald",1798.0,1871.0
"Alexander, Edwin",,
"Alexander, Anne",,
"Aleksandrova, Natalja",,
"Aldridge, Alice",,
"Aldiss, Brian",1925.0,2017.0
"Alderman, P. J.",,
"Albom, Mitch",1958.0,
Albertina,1954.0,
"Albert, Michele",,
"Albert, Anna-Lisa",,
"Alarcón, Pedro Antonio de",1833.0,1891.0
"Akunin, Boriss",1956.0,
"Aizex, Mahelia",,
"Aisopos,",6.0,
"Aipin, Jeremei",1948.0,
"Aguilera, Cesar",,
"Agejeva, Marina",,
Aðalsteinn Ásberg Sigurðsson,1955.0,
"Adiga, Aravind",1974.0,
"Adang, Richard",1953.0,
"Adamson, Swan",,
"Adamson, Andrew",,
"Markus, Cristopher",,
"Adams, Jennie",1963.0,
"Adams, Georgie",,
"Adam, Dagmar",,
"Adair, Gilbert",1944.0,2011.0
"Abramov, Nikolai",1961.0,2016.0
"Abraham, Peter",,
"Abdullayev, Çingiz",1959.0,
"Abbott, Jeff",,
"Zeleranski, Nisson",1915.0,1976.0
"Leonova, Galina",1946.0,2024.0
"Wagner-Stürmer, W.",,
"Vutšetitš, Viktor",1935.0,2011.0
"Suvorina, Jekaterina",,
"Volfs, Lazars",,
"Silberberg, Robert",1935.0,
"Sibirtsev, Ivan",1924.0,1986.0
"Rassulova, Antonina",,
"Russakov, Jevdokim",1924.0,2001.0
"Prudnikov, Mihhail",1913.0,1995.0
"Noussane, Henry de",1865.0,1936.0
"Neradov, J",,
"Nassuštšenko, Vladimir",1930.0,2002.0
"Miziiski, Nikolai",,
"Millard, Kenneth",,
"Levin, Andrei",1944.0,2000.0
"Kulešov, Aleksandr",1921.0,1990.0
"Korotejev, Nikolai",1927.0,1978.0
"Jurjev, Zinovi,",1925.0,2020.0
"Jobst, J.",,
"Jenkins, Jeffrey",,
"Ivanov, Juri",1928.0,1994.0
"Horan, James David",1914.0,1981.0
"Golovtšenko, Ivan",1918.0,1992.0
"Dumas, Alexandre vanem",1802.0,1870.0
"Brühl, Al.",,
"Brinker, Jan",,
"Bogurad, Jerzy",1852.0,1928.0
"Azarov, Aleksei",,
"Kudravtsev, Vladislav",,
"Avdejenko, Juri",1933.0,1982.0
"Meomuttel, Jüri",1868.0,1948.0
"Mällow, J.",,
"Leppik, Jaan",1861.0,1943.0
G. Kewade,,
"Jakobson, M.",,
T. K.,,
"Kleinmann, K.",,
"Lilienbach, Juhan",1870.0,1928.0
"Sööt, Karl Eduard",1862.0,1950.0
"Permann, Jakob ?-",1881.0,
"Raid, Hermann",1878.0,1965.0
"Põdder, Maximilian",1852.0,1905.0
"Mägi, Otto",1868.0,1918.0
"Weber, Bernhard",1874.0,1922.0
